,CD_ORGAO,NM_ORGAO,NR_LICITACAO,ANO_LICITACAO,CD_TIPO_MODALIDADE,NR_PROCESSO,ANO_PROCESSO,TP_OBJETO,CD_TIPO_FASE_ATUAL,TP_LICITACAO,DS_OBJETO,VL_LICITACAO,NR_DOCUMENTO,DT_PROPOSTA,VL_TOTAL_PROPOSTA,TP_RESULTADO_PROPOSTA,NR_LOTE,NR_ITEM,NR_ITEM_ORIGINAL,DS_ITEM,QT_ITENS,SG_UNIDADE_MEDIDA,VL_UNITARIO_HOMOLOGADO,VL_TOTAL_HOMOLOGADO,TP_DOCUMENTO
3723,55400,PM DE REDENTORA,19.0,2016,PRP,32,2016,COM,ADH,MPR,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA MANUTENÇÃO DAS SECRETARIAS MUNICIPAIS.,197966.2,14480526000120,2016-06-23,62491.2,C,1,34,10109911,"LUVAS PARA LIMPEZA PESADA Agentes Químicos, Tamanho G Embalagem Com 2 Und (Par)",500.0,UN,2.66,1330.00,J
3724,55400,PM DE REDENTORA,19.0,2016,PRP,32,2016,COM,ADH,MPR,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA MANUTENÇÃO DAS SECRETARIAS MUNICIPAIS.,197966.2,14480526000120,2016-06-23,62491.2,C,1,35,10109912,"LUVAS PARA LIMPEZA PESADA Agentes Químicos, Tamanho M Embalagem Com 2 Und (Par)",40.0,UN,2.66,106.40,J
3725,55400,PM DE REDENTORA,19.0,2016,PRP,32,2016,COM,ADH,MPR,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA MANUTENÇÃO DAS SECRETARIAS MUNICIPAIS.,197966.2,14480526000120,2016-06-23,62491.2,C,1,37,10109914,"PÁ COLETORA DE LIXO em plástico resistente 21x27 cm, cabo curto.",60.0,UN,1.68,100.80,J
3726,55400,PM DE REDENTORA,19.0,2016,PRP,32,2016,COM,ADH,MPR,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA MANUTENÇÃO DAS SECRETARIAS MUNICIPAIS.,197966.2,14480526000120,2016-06-23,62491.2,C,1,39,10109916,"PANOS DE PRATO BRANCO 100% ALGODAO, COM APROXIMADAMENTE 45X65 CM",300.0,UN,1.81,543.00,J
3727,55400,PM DE REDENTORA,19.0,2016,PRP,32,2016,COM,ADH,MPR,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA MANUTENÇÃO DAS SECRETARIAS MUNICIPAIS.,197966.2,14480526000120,2016-06-23,62491.2,C,1,41,10109918,"PAPEL HIGIENICO, neutro folha dupla de alta qualidade - pacote com 4 rolos de 30 m x 10 cm c/u. 100%  fibras celulósicas virgem, sem extrato de algodão, picotado e gofrado na cor branco",1000.0,UN,3.39,3390.00,J
3728,55400,PM DE REDENTORA,19.0,2016,PRP,32,2016,COM,ADH,MPR,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA MANUTENÇÃO DAS SECRETARIAS MUNICIPAIS.,197966.2,14480526000120,2016-06-23,62491.2,C,1,42,10109919,"Papel Toalha Branco Interfolhas 2 Dobras Folha Dupla Extra Suave, 100% Fibras Celulósicas (Celulose Virgem) Medidas De 22,5x20,5 Cm. Caixa Com 2.000 Folhas.",1000.0,UN,6.99,6990.00,J
3729,55400,PM DE REDENTORA,19.0,2016,PRP,32,2016,COM,ADH,MPR,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA MANUTENÇÃO DAS SECRETARIAS MUNICIPAIS.,197966.2,5919156000194,2016-06-23,944.0,C,1,3,10109880,ALCOOL ETÍLICO EM GEL Hidratado 70° INPM EMBALAGEM DE No Mínimo 500 Ml,200.0,UN,4.72,944.00,J
3730,55400,PM DE REDENTORA,20.0,2016,PRP,33,2016,COM,ADH,MPR,AQUISIÇÃO DE LONAS PARA A DEFESA CIVIL DO MUNICIPIO REDENTORA.,17220.0,12337016000173,2016-06-20,17220.0,C,1,1,10110431,"LONA DUPLA FACE 8X100 200µ 113 Kg Lona Dupla Face 8X100 200µ 113 Kg. Especificação - A Lona Dupla Face é uma lona coextrusada em 3 camadas Preto e Branca fabricadas especialmente para silagem. A face branca tem a função de refletir a luz solar causando menor aquecimento na superfície. A face preta impede totalmente a passagem de luz evitando a criação de fungos, garantindo conservação, proteção e ótima resistência mecânica.",7000.0,M,2.46,17220.00,J
3731,66600,PM DE DOUTOR MAURÍCIO CARDOSO,3.0,2016,PRE,53,2016,COM,ADH,MPR,AQUISIÇÃO DE VEÍCULO TIPO PICK UP.,125405.9,13287304000123,2016-04-18,125405.9,C,1,1,23775,"VEICULO PICK - UP 0 KM CABINE DUPLA 4X4, ANO/MODELO MÍNIMO 2016, MOTOR MINIMO 2.0 LITRO TURBO DIESEL, MINIMO DE 140 CV, CÂMBIO MANUAL, FREIOS ABS E EBD NAS QUATRO RODAS, AIRBAG DUPLO FRONTAL PASSAGEIRO E MOTORISTA ,PROTETOR DE CARTER,  PROTETOR DE CAÇAMBA, CAPOTA MARITIMA, TAMPA DA CAÇAMBA COM CHAVE, ESTRIBOS LATERAIS, COMBUSTIVEL ÓLEO DIESEL, 05 LUGARES, 04 PORTAS, AR CONDICIONADO QUENTE E FRIO DIGITAL, DIREÇÃO HIDRÁULICA, TRIO ELÉTRICO (TRAVA, VIDRO, ALARME), DESEMBAÇADOR DE VIDRO TRASEIRO, B",1.0,UN,125405.9,125405.90,J
3732,66600,PM DE DOUTOR MAURÍCIO CARDOSO,51.0,2016,PRP,56,2016,COM,ADH,MPR,AQUISIÇÃO DE ASPIRADOR DE PÓ PURIFICADOR DE ÁGUA REFRIGERADOR E GARRAFA TÉRMICA PARA CASA DE CULTURA E SECRETARIA DE AGRICULTURA E DESENVOLVIMENTO RURAL. . O  PROCESSO LICITATÓRIO É EXCLUSIVO ÀS EMPRESAS BENEFICIÁRIAS DA LC Nº 123/2006.,2643.39,91643122000151,2016-05-02,2498.0,C,1,4,11915,GARRAFA TÉRMICA 5 L,1.0,UN,59.0,59.00,J
3733,66600,PM DE DOUTOR MAURÍCIO CARDOSO,51.0,2016,PRP,56,2016,COM,ADH,MPR,AQUISIÇÃO DE ASPIRADOR DE PÓ PURIFICADOR DE ÁGUA REFRIGERADOR E GARRAFA TÉRMICA PARA CASA DE CULTURA E SECRETARIA DE AGRICULTURA E DESENVOLVIMENTO RURAL. . O  PROCESSO LICITATÓRIO É EXCLUSIVO ÀS EMPRESAS BENEFICIÁRIAS DA LC Nº 123/2006.,2643.39,91643122000151,2016-05-02,2498.0,C,1,3,10159,"REFRIGERADOR Refrigerador de 1 Porta com capacidade de no mínimo 239 Litros, na cor branca, 220v ou bivolt",1.0,UN,1390.0,1390.00,J
3734,66600,PM DE DOUTOR MAURÍCIO CARDOSO,51.0,2016,PRP,56,2016,COM,ADH,MPR,AQUISIÇÃO DE ASPIRADOR DE PÓ PURIFICADOR DE ÁGUA REFRIGERADOR E GARRAFA TÉRMICA PARA CASA DE CULTURA E SECRETARIA DE AGRICULTURA E DESENVOLVIMENTO RURAL. . O  PROCESSO LICITATÓRIO É EXCLUSIVO ÀS EMPRESAS BENEFICIÁRIAS DA LC Nº 123/2006.,2643.39,91643122000151,2016-05-02,2498.0,C,1,2,18563,"PURIFICADOR DE AGUA REFRIGERADO Água natural e Gelada -Tripla Filtragem - Eco Compressor: Gás R-134a que não agride a camada de ozônio - Refil C+3 Reduz Partículas, Cloro, Odores e Sabores - Fixação na Parede - Boia de controle de nível de água - Pés antiderrapantes, com ajuste de temperatura, Ligad",1.0,UN,650.0,650.00,J
3735,66600,PM DE DOUTOR MAURÍCIO CARDOSO,51.0,2016,PRP,56,2016,COM,ADH,MPR,AQUISIÇÃO DE ASPIRADOR DE PÓ PURIFICADOR DE ÁGUA REFRIGERADOR E GARRAFA TÉRMICA PARA CASA DE CULTURA E SECRETARIA DE AGRICULTURA E DESENVOLVIMENTO RURAL. . O  PROCESSO LICITATÓRIO É EXCLUSIVO ÀS EMPRESAS BENEFICIÁRIAS DA LC Nº 123/2006.,2643.39,91643122000151,2016-05-02,2498.0,C,1,1,15503,ASPIRADOR DE SÓLIDOS E LÍQUIDOS Barril com capacidade para vinte litros  - Aspira sólidos e líquidos  - Rodízios para facilitar o transporte  Acompanha saco coletor - Acessórios - Mangueira flexível  - Tubos prolongadores plásticos   - Bocal para pisos   - Bocal para cantos e fresta   - Bocal para e,1.0,UN,399.0,399.00,J
3736,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,21,16516,ENVELOPES OFICIO TIMBRADO BRANCO,1050.0,UN,0.48,504.00,J
3737,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,20,16517,ENVELOPE MEIO-OFICIO TIMBRADO,550.0,UN,0.43,236.50,J
3738,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,18,12393,"PASTA PAPEL CARTOLINA BRANCA FRENTE E VERSO , 24CM  X  33CM - 180 GR - TIMBRADA DO MUNICíPIO",150.0,UN,0.3,45.00,J
3739,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,15,20159,ENVELOPES PARA FICHA DE DEVOLUÇÃO LIVRO BIBLIOTECA MUNICIPAL - PAPEL 75G,5000.0,UN,0.04,200.00,J
3740,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,13,20160,FICHA DE DEVOLUÇÃO LIVRO BIBLIOTECA MUNICIPAL - PAPEL 120G,5000.0,UN,0.05,250.00,J
3741,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,8,9154,"CARTEIRA DE USUÁRIO DO PROGRAMA DA SAÚDE DA FAMÍLIA - COR LARANJA, papel cartão ficha ouro 180g, méd. 15x11cm, 1x1 Para ESF I - conforme anexo 6",2000.0,UN,0.09,180.00,J
3742,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,7,16420,"CARTEIRA DE USUÁRIO DO PROGRAMA DA SAÚDE DA FAMÍLIA - COR BRANCA, papel off-set 180g, méd. 15x11cm, 1x1 Para ESF II - conforme anexo 7",2000.0,UN,0.08,160.00,J
3743,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,6,5757,"CARTEIRA PROGRAMA SAÚDE DA FAMÍLIA Para ESF V,  na cor azul -  conforme anexo 9",2000.0,UN,0.09,180.00,J
3744,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,5,16422,"CCARTEIRA DE USUÁRIO DO PROGRAMA DA SAÚDE DA FAMÍLIA - COR ROSA, papel cartão ficha rosa 180g, méd. 15,5x10,5, 1x1 Para ESF III - conforme anexo 8",2000.0,UN,0.09,180.00,J
3745,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,4,9604,FORMULÁRIO IMPRESSO - CARTEIRA DE GESTANTE conforme anexo 10,1500.0,UN,0.2,300.00,J
3746,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,3,3276,"CARTEIRA DE SAÚDE DA MULHER, EM PAPEL CHAMBRIL 180G 1X1 Conforme anexo11",1000.0,UN,0.22,220.00,J
3747,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,22358348000198,2016-04-28,7765.5,C,1,1,900,PASTA BRANCA COM TIMBRE,1900.0,UN,0.3,570.00,J
3748,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,19807830000153,2016-04-28,7195.0,C,1,9,5990,PRONTUÁRIO MÉDICO E DE ENFERMAGEM Conforme anexo 5,5000.0,FL,0.08,400.00,J
3749,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,3269181000144,2016-04-28,8023.0,C,1,2,10162,FORMULÁRIO IMPRESSO - FICHA DE VISITA blocos com 50 folhas conforme modelo anexo,200.0,UN,0.4,80.00,J
3750,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,3269181000144,2016-04-28,8023.0,C,1,10,5996,"BLOCO ATESTADO MÉDICO COM 50 FLS Em papel jornal, conforme modelo anexo 4",30.0,UN,2.6,78.00,J
3751,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,3269181000144,2016-04-28,8023.0,C,1,11,2209,"BLOCOS FAA C/ 100 FOLHAS, EM PAPEL JORNAL CONFORME ANEXO 3",600.0,UN,1.5,900.00,J
3752,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,3269181000144,2016-04-28,8023.0,C,1,12,3218,"BLOCO DE SOLICITAÇÃO DE EXAME C/ 100 FLE, EM PAPEL JORNAL Conforme anexo 2",500.0,BL,1.5,750.00,J
3753,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,3269181000144,2016-04-28,8023.0,C,1,16,4524,"CARTÃO 15CMX21CM, COLORIDO, TINTA OFFSET, EM PAPEL OFFSET 180GR (MODELO EM ANEXO)",1000.0,UN,0.25,250.00,J
3754,48900,PM DE GIRUÁ,46.0,2016,PRP,96,2016,COM,ADH,MPR,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL GRÁFICO À SEREM UTILIZADOS PELAS SECRETARIAS  DA PREFEITURA MUNICIPAL DE GIRUÁ,7238.0,3269181000144,2016-04-28,8023.0,C,1,17,7530,"ENVELOPE 16,2 CM X 22,8CM, TINTA OFFSET EM ENVELOPE SACO BR (MODELO EM ANEXO)",1000.0,UN,0.25,250.00,J
3755,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,5,2414,ENXADA COM CABO,10.0,UN,24.5,245.00,J
3756,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,7,13461,JOGO DE CHAVES COMBINADA BOCA X ESTRELA  DE 6 MM A 32 MM,1.0,JG,185.0,185.00,J
3757,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,8,19377,MACACO GARRAFA - 4 T,1.0,UN,88.5,88.50,J
3758,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,9,7539,MANGA MANGA PARA TIRAR NÍVEL,10.0,M,1.7,17.00,J
3759,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,10,2979,BALDE METÁLICO PARA PEDREIRO,6.0,UN,13.8,82.80,J
3760,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,11,10452,PÁ DE CONCHA GRANDE COM CABO,10.0,UN,25.3,253.00,J
3761,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,12,5368,COLHER DE PEDREIRO NÚMERO 9,9.0,UN,13.5,121.50,J
3762,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,13,13710,MARTELO CARPINTEIRO C/CABO 23CM,2.0,UN,19.9,39.80,J
3763,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,14,1493,LÁPIS DE CARPINTEIRO,20.0,UN,2.9,58.00,J
3764,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,15,2184,LINHA N°80,4.0,RL,7.68,30.72,J
3765,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,16,16212,NÍVEL DE DE ALUMíNIO,2.0,UN,24.69,49.38,J
3766,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,17,13709,"TALHADEIRA 3/4 - 10""",2.0,UN,13.5,27.00,J
3767,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,19,14704,RÉGUA DE ALUMINIO REFORÇADA,1.0,UN,43.5,43.50,J
3768,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,20,4563,ÓCULOS DE PROTEÇÃO LENTES TRANSPARENTES,5.0,UN,5.8,29.00,J
3769,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,21,9969,ÓCULOS DE PROTEÇÃO PRETO,6.0,UN,5.8,34.80,J
3770,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,22,8898,PICARETAS COM CABO,3.0,UN,50.0,150.00,J
3771,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,23,14709,TORQUES ARMADOR 12 POLEGADAS,3.0,UN,24.5,73.50,J
3772,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,24,2948,GARFO 03 DENTES C/ CABO,5.0,UN,27.5,137.50,J
3773,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,26,4314,ARCO DE SERRA P/ FERRO,3.0,UN,18.9,56.70,J
3774,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,30,9132,"CABO PARA EXTENSÃO DE 2X2,5MM FIO PARALELO",50.0,UN,2.8,140.00,J
3775,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,27,2447,SERRA P/ FERRO,10.0,FL,4.8,48.00,J
3776,48900,PM DE GIRUÁ,50.0,2016,PRP,108,2016,COM,ADH,MPR,AQUISIÇÃO DE ROÇADEIRA PARA TRATOR E ROÇADEIRA MANUAL E ACESSÓRIO PARA SEREM UTILIZADOS JUNTO A SMOISU E SDR.,7769.4,9606109000141,2016-04-26,3804.8,C,1,29,7806,VASSOURÃO COM CABO,4.0,UN,18.8,75.20,J
3777,48900,PM DE GIRUÁ,55.0,2016,PRP,114,2016,COM,ADH,MPR,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA MERENDA ESCOLAR.,28960.55,10578977000144,2016-04-26,28274.7,C,1,1,1103,"CEBOLA, TENRA, FIRME, GRANDE E SEM BROTO",705.0,KG,3.99,2812.95,J
3778,48900,PM DE GIRUÁ,55.0,2016,PRP,114,2016,COM,ADH,MPR,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA MERENDA ESCOLAR.,28960.55,10578977000144,2016-04-26,28274.7,C,1,2,5555,SCHIMIER DIVERSOS SABORES,225.0,KG,6.8,1530.00,J
3779,48900,PM DE GIRUÁ,55.0,2016,PRP,114,2016,COM,ADH,MPR,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA MERENDA ESCOLAR.,28960.55,10578977000144,2016-04-26,28274.7,C,1,3,1620,MELADO,190.0,KG,12.0,2280.00,J
